predator	LokalID	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	n_intact_fruits	attack	year	prop_pred	prop_pred_c	prop_int_fr	prop_int_fr_c
1	Par003	40	3	17,6	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	41	1	23,6	1	2	2	2	1	0	0	1	2010	1	1	0	0
1	Par003	42	1	19,6	1	4	4	7	1	0	0	1	2010	1	1	0	0
1	Par003	43	2	23,4	2	1,5	2	3	1	0	0	1	2010	0,5	0,5	0	0
1	Par003	44	2	24,6	1	3	3	8	1	0	0	1	2010	1	1	0	0
1	Par003	45	2	28,2	1	2	2	3	1	0	0	1	2010	1	1	0	0
1	Par003	46	3	22,1	1	3	3	3	0	0	1	1	2010	0	0	1	1
1	Par003	47	3	20,7	6	1	1	12	5	1	0	1	2010	0,83333333	0,83333333	0	0
1	Par003	48	3	19,3	1	3	3	5	0	0	1	1	2010	0	0	1	1
1	Par003	49	1	33,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	50	1	33,9	4	2,25	4	7	5	0	0	1	2010	1,25	1	0	0
1	Par003	51	1	24,5	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	52	4	25,4	1	3	3	4	1	0	0	1	2010	1	1	0	0
1	Par003	53	2	17,1	1	2	2	9	1	0	0	1	2010	1	1	0	0
1	Par003	54	1	27,5	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Par003	55	2	13,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	56	2	17,6	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	57	2	22,7	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	58	2	27,3	2	2	2	3	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Par003	59	2	19,1	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Par003	60	1	28,1	2	2	3	9	2	0	0	1	2010	1	1	0	0
1	Par003	61	5	31,5	1	1	1	1	1	0	0	1	2010	1	1	0	0
1	Par003	62	2	24,3	1	3	3	6	1	0	0	1	2010	1	1	0	0
1	Par003	63	4	25,1	1	5	5	3	1	0	0	1	2010	1	1	0	0
1	Par003	64	2	21,6	1	2	2	1	0	0	1	1	2010	0	0	1	1
1	Par003	65	2	19,6	2	2,5	4	13	1	0	0	1	2010	0,5	0,5	0	0
1	Par003	66	2	15,3	1	2	2	2	1	0	0	1	2010	1	1	0	0
1	Par003	67	2	22,3	1	2	2	4	1	0	0	1	2010	1	1	0	0
1	Par003	68	1	20,9	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	69	3	22,2	1	1	1	2	1	0	0	1	2010	1	1	0	0
1	Par003	70	2	21,9	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Par003	71	2	25,7	3	1,33333333	2	1	2	0	0	1	2010	0,66666667	0,66666667	0	0
1	Par003	72	1	22,1	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	73	3	21,7	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	74	1	28,6	2	3	4	0	2	0	0	0	2010	1	1	0	0
1	Par003	75	1	16,9	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	76	2	15,9	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	77	2	25,1	1	2	2	1	0	0	1	1	2010	0	0	1	1
1	Par003	78	2	23,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	79	1	26,6	1	3	3	7	1	0	0	1	2010	1	1	0	0
1	Par003	80	6	21,3	1	2	2	4	1	0	0	1	2010	1	1	0	0
1	Par003	81	2	15,8	1	1	1	2	1	0	0	1	2010	1	1	0	0
1	Par003	82	1	14,4	1	1	1	1	1	0	0	1	2010	1	1	0	0
1	Par003	83	2	19,1	1	4	4	12	0	0	0	1	2010	0	0	0	0
1	Par003	84	2	22,2	3	4	4	23	2	0	0	1	2010	0,66666667	0,66666667	0	0
1	Par003	85	2	12,1	1	1	1	3	1	0	0	1	2010	1	1	0	0
1	Par003	86	3	30,9	4	4	5	35	4	0	0	1	2010	1	1	0	0
1	Par003	87	3	26,8	2	2,5	4	9	2	0	0	1	2010	1	1	0	0
1	Par003	88	2	25,9	1	4	4	2	1	0	0	1	2010	1	1	0	0
1	Par003	89	2	17,3	1	3	3	7	1	0	0	1	2010	1	1	0	0
1	Par003	90	2	19,7	3	2,66666667	4	20	3	0	0	1	2010	1	1	0	0
1	Par003	91	3	15,9	3	2	3	8	3	0	0	1	2010	1	1	0	0
1	Par003	92	3	23,4	2	4	5	15	2	0	0	1	2010	1	1	0	0
1	Par003	93	5	28,9	3	2,33333333	5	9	3	0	0	1	2010	1	1	0	0
1	Par003	94	3	31,5	1	4	4	11	1	0	0	1	2010	1	1	0	0
1	Par003	95	2	22,3	2	1,5	2	0	0	0	1	0	2010	0	0	0,5	0,5
1	Par003	96	7	36	8	3,5	6	41	8	0	0	1	2010	1	1	0	0
1	Par003	97	2	26,1	1	4	4	4	1	0	0	1	2010	1	1	0	0
1	Par003	98	2	39,6	2	4,5	5	25	2	2	1	1	2010	1	1	0,5	0,5
1	Par003	99	1	22,1	1	2	2	6	1	0	1	1	2010	1	1	1	1
1	Par003	100	2	23,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve001	1	10	21,8	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	2	3	14,3	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve001	3	5	20,9	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	4	3	16,4	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	5	1	6,7	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve001	6	3	26,6	3	2	3	0	0	0	4	0	2010	0	0	1,33333333	1
0	Sve001	7	3	13,1	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve001	8	5	25,8	3	2	3	0	1	1	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
0	Sve001	9	4	28,6	3	1,33333333	2	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
0	Sve001	10	3	20,6	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	11	6	27,8	3	2	3	0	0	0	2	0	2010	0	0	0,66666667	0,66666667
0	Sve001	12	11	23,6	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	13	3	19	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve001	14	9	25,1	2	2	3	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve001	15	5	20,6	2	1,5	2	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve001	16	4	26,2	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	17	7	29,2	2	3	4	0	0	0	2	0	2010	0	0	1	1
0	Sve001	18	3	14,1	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve001	19	1	17,6	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	20	8	26,2	4	2,75	4	0	3	0	1	0	2010	0,75	0,75	0,25	0,25
0	Sve001	21	3	23,8	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve001	22	12	22,4	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	23	1	16,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve001	24	4	24,8	4	2	3	0	0	0	4	0	2010	0	0	1	1
0	Sve001	25	5	24,6	2	2,5	4	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	26	1	18,7	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
0	Sve001	27	5	20,7	3	1,33333333	2	0	0	1	2	0	2010	0	0	0,66666667	0,66666667
0	Sve001	28	4	19,3	3	1,33333333	2	0	0	0	3	0	2010	0	0	1	1
0	Sve001	29	9	18,9	3	1,66666667	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	30	5	22,3	3	1,33333333	2	0	0	1	2	0	2010	0	0	0,66666667	0,66666667
0	Sve001	31	3	22,2	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	32	12	25,5	4	2,5	4	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
0	Sve001	33	5	22,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	34	4	23,7	2	3,5	4	0	0	0	2	0	2010	0	0	1	1
0	Sve001	35	2	31,6	3	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve001	36	8	20,6	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve001	37	4	25,6	5	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve001	38	6	29,6	6	2,16666667	4	0	0	0	6	0	2010	0	0	1	1
0	Sve001	39	2	21,3	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Sve001	40	2	19,1	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	41	9	24,6	4	2,5	4	0	0	0	4	0	2010	0	0	1	1
0	Sve001	42	3	16,7	3	1,66666667	3	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
0	Sve001	43	4	18,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve001	44	3	12,3	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve001	45	4	12,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve001	46	17	34,2	5	2,6	4	0	0	0	5	0	2010	0	0	1	1
0	Sve001	47	4	25,2	2	3	4	0	2	0	0	0	2010	1	1	0	0
0	Sve001	48	1	19,1	2	1	1	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	49	3	19,2	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	50	11	26,6	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	51	11	30,8	3	3,33333333	5	0	0	0	3	0	2010	0	0	1	1
0	Sve001	52	6	16,5	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve001	53	10	33,2	5	2,6	4	0	0	0	6	0	2010	0	0	1,2	1
0	Sve001	54	5	25,6	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve001	55	9	31,7	4	2,25	4	0	0	1	3	0	2010	0	0	0,75	0,75
0	Sve001	56	9	28,1	5	2,6	4	0	0	0	5	0	2010	0	0	1	1
0	Sve001	57	6	22,4	3	3	4	0	0	0	3	0	2010	0	0	1	1
0	Sve001	58	9	21,8	2	4	5	0	0	0	2	0	2010	0	0	1	1
0	Sve001	59	8	25,9	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	60	20	27,9	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve001	61	5	19,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	62	3	26,2	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve001	63	6	29,1	3	3	4	0	0	0	3	0	2010	0	0	1	1
0	Sve001	64	6	20,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	65	3	24	3	2,33333333	4	0	0	0	2	0	2010	0	0	0,66666667	0,66666667
0	Sve001	66	6	26,8	5	3	5	0	0	0	5	0	2010	0	0	1	1
0	Sve001	67	8	25,3	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	68	5	20,1	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
0	Sve001	69	8	30,3	4	2	3	0	0	0	4	0	2010	0	0	1	1
0	Sve001	70	7	27,7	3	2	4	0	0	0	3	0	2010	0	0	1	1
0	Sve001	71	6	31,5	6	3	5	0	0	0	6	0	2010	0	0	1	1
0	Sve001	72	4	31,1	2	1,5	2	0	0	2	1	0	2010	0	0	0,5	0,5
0	Sve001	73	5	29,3	6	2,16666667	3	0	1	1	4	0	2010	0,16666667	0,16666667	0,66666667	0,66666667
0	Sve001	74	5	26	3	1,66666667	3	0	0	1	2	0	2010	0	0	0,66666667	0,66666667
0	Sve001	75	7	28,1	4	2,25	4	0	0	1	3	0	2010	0	0	0,75	0,75
0	Sve001	76	5	21,5	2	3	5	0	1	0	0	0	2010	0,5	0,5	0	0
0	Sve001	77	5	25,2	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve001	78	24	22,1	2	4	5	0	0	0	2	0	2010	0	0	1	1
0	Sve001	79	7	29	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	80	4	27,5	3	3,33333333	4	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Sve001	81	5	31,7	7	3,71428571	5	0	1	0	6	0	2010	0,14285714	0,14285714	0,85714286	0,85714286
0	Sve001	82	2	26,1	4	1,75	3	0	0	0	3	0	2010	0	0	0,75	0,75
0	Sve001	83	9	27,2	2	2,5	4	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve001	84	2	29,2	7	2,57142857	5	0	0	0	7	0	2010	0	0	1	1
0	Sve001	85	3	22,9	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve001	86	3	19,1	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve001	87	4	21,6	2	2	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve001	88	5	20,5	5	1,8	4	0	2	0	3	0	2010	0,4	0,4	0,6	0,6
0	Sve001	89	6	24,6	3	1,66666667	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	90	2	15,6	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve001	91	4	24,3	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve001	92	3	14,3	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve001	93	15	27,9	4	3,25	5	0	0	0	4	0	2010	0	0	1	1
0	Sve001	94	3	35,6	3	4,33333333	5	0	0	0	3	0	2010	0	0	1	1
0	Sve001	95	3	27,1	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve001	96	5	31,5	4	3,25	4	0	0	0	4	0	2010	0	0	1	1
0	Sve001	97	6	29	3	3	4	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
0	Sve001	98	3	29	3	2,33333333	4	0	0	0	3	0	2010	0	0	1	1
0	Sve001	99	4	22	3	3,66666667	5	0	1	0	0	0	2010	0,33333333	0,33333333	0	0
0	Sve001	100	3	23	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	1	4	13,7	3	4	5	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Sve005	2	4	18,6	3	2	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	3	4	17,2	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	4	4	15,3	4	2,5	5	0	0	0	0	0	2010	0	0	0	0
0	Sve005	5	3	10	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve005	6	4	10,4	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve005	7	4	13,2	3	2	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	8	3	11	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	9	1	10,4	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	10	2	13	2	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	11	1	10,7	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	12	4	11,8	4	1,25	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	13	5	14	3	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	14	4	12	2	3	4	0	0	0	2	0	2010	0	0	1	1
0	Sve005	15	3	12,8	2	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	16	2	17,5	5	1,6	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	17	4	14	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	18	3	12,6	2	2	3	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve005	19	5	11	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve005	20	4	21,3	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	21	3	21,3	3	2,66666667	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	22	3	17,9	2	2,5	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	23	1	15,6	3	3,33333333	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	24	3	11,9	1	2	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	25	6	17,4	3	2,33333333	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	26	5	13,3	2	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	27	4	12	3	2	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	28	4	20	4	1,5	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	29	3	10,9	3	3	5	0	0	0	0	0	2010	0	0	0	0
0	Sve005	30	3	17,1	3	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	31	3	12,2	3	1,66666667	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	32	3	16,9	3	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	33	3	21,1	3	2,33333333	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	34	2	16	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	35	2	20,2	4	1,5	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	36	3	19,2	3	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	37	4	11,2	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	38	1	15,4	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	39	3	19,3	3	2,66666667	4	0	0	0	3	0	2010	0	0	1	1
0	Sve005	40	2	8	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve005	41	2	7,7	1	1	1	0	0	0	0	0	2010	0	0	0	0
0	Sve005	42	4	10,6	3	1,66666667	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	43	7	10,3	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	44	5	11,9	2	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	45	6	14,9	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	46	5	9,2	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve005	47	3	10,1	2	1	1	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve005	48	3	9,8	2	1	1	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve005	49	6	15,9	2	2,5	3	0	2	0	0	0	2010	1	1	0	0
0	Sve005	50	3	12,6	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve005	51	6	10,2	3	1,33333333	2	0	0	0	3	0	2010	0	0	1	1
0	Sve005	52	7	12,3	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve005	53	2	14,4	1	4	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	54	3	11,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve005	55	3	9,9	3	1,33333333	2	0	0	0	2	0	2010	0	0	0,66666667	0,66666667
0	Sve005	56	3	14,1	3	2	3	0	0	1	4	0	2010	0	0	1,33333333	1
0	Sve005	57	3	13,9	3	1,66666667	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	58	3	14,5	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	59	1	9,6	2	1,5	2	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve005	60	12	18	7	2,28571429	5	0	0	0	7	0	2010	0	0	1	1
0	Sve005	61	3	12,1	2	2	3	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve005	62	9	13,5	3	2,66666667	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
0	Sve005	63	3	19,2	4	2,75	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	64	3	13,2	2	2	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	65	9	24,3	6	1,33333333	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	66	2	15,5	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve005	67	6	14,7	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	68	2	24,8	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	69	2	17,3	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	70	3	17,9	3	1,66666667	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	71	10	9,7	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve005	72	4	25,5	3	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	73	9	23,8	5	1,6	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	74	3	14,5	3	1,66666667	3	0	1	0	3	0	2010	0,33333333	0,33333333	1	1
0	Sve005	75	4	18,9	4	2,75	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	76	4	15,1	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
0	Sve005	77	2	13,6	9	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	78	5	10	4	1,25	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	79	1	9,3	2	1	1	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve005	80	3	17,4	5	1,2	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	81	5	17,7	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve005	82	4	20,8	3	2,33333333	3	0	0	0	0	0	2010	0	0	0	0
0	Sve005	83	2	15,1	3	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	84	6	23,2	3	3	5	0	0	0	0	0	2010	0	0	0	0
0	Sve005	85	5	14,4	4	2,75	5	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
0	Sve005	86	7	18,6	2	3	4	0	0	0	0	0	2010	0	0	0	0
0	Sve005	87	10	19	3	1,33333333	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	88	3	17,4	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Sve005	89	3	7,8	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve005	90	3	15,3	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	91	3	8,7	1	2	2	0	0	0	0	0	2010	0	0	0	0
0	Sve005	92	5	23,8	4	1,5	3	0	0	0	4	0	2010	0	0	1	1
0	Sve005	93	5	13,4	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
0	Sve005	94	5	21,8	4	2	3	0	0	1	3	0	2010	0	0	0,75	0,75
0	Sve005	95	4	23,3	6	1,66666667	3	0	0	0	5	0	2010	0	0	0,83333333	0,83333333
0	Sve005	96	5	9,9	6	2,5	4	0	0	0	6	0	2010	0	0	1	1
0	Sve005	97	4	17,8	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
0	Sve005	98	3	20,9	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve005	99	3	20,6	3	1,66666667	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Sve005	100	4	21,7	4	1,75	3	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
0	Sve011	1	4	28	4	1,75	3	0	0	0	4	0	2010	0	0	1	1
0	Sve011	2	2	30,3	2	4	5	0	0	0	2	0	2010	0	0	1	1
0	Sve011	3	6	25,4	2	4	5	0	0	0	2	0	2010	0	0	1	1
0	Sve011	4	3	13,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Sve011	5	2	23,3	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	6	5	21,5	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	7	3	16,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve011	8	5	22,6	3	3	4	0	0	0	3	0	2010	0	0	1	1
0	Sve011	9	6	26,2	2	2,5	4	0	0	0	2	0	2010	0	0	1	1
0	Sve011	10	3	12,6	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve011	11	2	18,2	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve011	12	3	23,2	2	4	5	0	0	0	2	0	2010	0	0	1	1
0	Sve011	13	10	24,7	2	4	5	0	0	0	1	0	2010	0	0	0,5	0,5
0	Sve011	14	3	12,2	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve011	15	9	21,3	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Sve011	16	4	24,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve011	17	5	30,6	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve011	18	8	25	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	19	3	28,1	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve011	20	3	18,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Sve011	21	2	12	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve011	22	2	14,4	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Sve011	23	2	19,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve011	24	3	28,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve011	25	6	20,3	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve011	26	4	25,2	2	2	3	0	0	0	2	0	2010	0	0	1	1
0	Sve011	27	5	27,2	4	1,75	4	0	3	0	1	0	2010	0,75	0,75	0,25	0,25
0	Sve011	28	1	25,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Sve011	29	2	23,1	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	30	8	24,2	4	3,25	4	0	0	0	4	0	2010	0	0	1	1
0	Sve011	31	4	19,1	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	32	14	33,7	5	3,2	5	0	0	0	5	0	2010	0	0	1	1
0	Sve011	33	3	22,1	3	2	3	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
0	Sve011	34	4	25	2	3,5	4	0	0	0	2	0	2010	0	0	1	1
0	Sve011	35	3	24,8	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	36	7	26,7	3	3,66666667	5	0	0	0	3	0	2010	0	0	1	1
0	Sve011	37	7	23,7	1	5	5	0	0	0	1	0	2010	0	0	1	1
0	Sve011	38	4	24	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	39	7	25,1	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve011	40	35	20,5	2	3,5	4	0	0	0	2	0	2010	0	0	1	1
0	Sve011	41	6	21,2	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve011	42	8	22,1	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	43	5	25	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	44	11	27,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
0	Sve011	45	4	26,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Sve011	46	4	24,3	1	4	4	0	0	0	1	0	2010	0	0	1	1
0	Sve011	47	13	19,3	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	48	7	26,5	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Sve011	49	5	26,4	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Sve011	50	2	31,3	4	3	4	0	0	0	4	0	2010	0	0	1	1
0	Sve011	51	11	27,1	2	3	4	0	0	0	2	0	2010	0	0	1	1
