predator	LokalID	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	n_intact_fruits	attack	year	prop_pred	prop_pred_c	prop_int_fr	prop_int_fr_c
1	Vår004	60	2	24,4	3	2,33333333	3	0	3	0	0	0	2010	1	1	0	0
1	Vår004	61	5	22	3	3,33333333	4	1	3	0	0	1	2010	1	1	0	0
1	Vår004	62	6	27,5	6	2,66666667	4	9	5	0	1	1	2010	0,83333333	0,83333333	0,16666667	0,16666667
1	Vår004	63	5	19,1	4	2,75	5	6	3	1	0	1	2010	0,75	0,75	0	0
1	Vår004	64	1	23,1	3	2	3	0	0	0	3	0	2010	0	0	1	1
1	Vår004	65	6	22,2	4	3,25	5	8	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Vår004	66	1	22	2	1,5	2	0	1	1	0	0	2010	0,5	0,5	0	0
1	Vår004	67	6	12,6	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Vår004	68	4	21,5	3	3,66666667	5	14	1	0	3	1	2010	0,33333333	0,33333333	1	1
1	Vår004	69	3	29,1	6	2,83333333	4	9	2	0	3	1	2010	0,33333333	0,33333333	0,5	0,5
1	Vår004	70	1	21	3	2	3	3	1	1	1	1	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Vår004	71	5	19,6	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Vår004	72	2	25,7	3	2,66666667	3	0	0	0	3	0	2010	0	0	1	1
1	Vår004	73	1	15,3	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Vår004	74	1	18,4	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Vår004	75	3	31,7	3	3,33333333	4	5	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår004	76	2	16,7	6	1,5	3	0	4	0	1	0	2010	0,66666667	0,66666667	0,16666667	0,16666667
1	Vår004	77	5	26,5	5	3,2	5	12	2	1	2	1	2010	0,4	0,4	0,4	0,4
1	Vår004	78	3	28,1	5	3,2	5	14	4	0	0	1	2010	0,8	0,8	0	0
1	Vår004	79	2	20,9	5	3,4	5	15	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Vår004	80	3	24,1	7	3,14285714	5	0	0	0	0	0	2010	0	0	0	0
1	Vår004	81	5	23,5	7	2,42857143	4	24	5	0	0	1	2010	0,71428571	0,71428571	0	0
1	Vår004	82	2	30,3	4	3,5	5	18	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Vår004	83	5	20,1	5	3,2	5	12	2	0	3	1	2010	0,4	0,4	0,6	0,6
1	Vår004	84	6	24,7	3	1,66666667	3	1	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår004	85	1	20,6	3	2	3	6	3	0	0	1	2010	1	1	0	0
1	Vår004	86	2	19,9	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Vår004	87	1	21,8	2	3,5	4	0	2	0	0	0	2010	1	1	0	0
1	Vår004	88	1	21,1	6	1,16666667	2	2	2	0	2	1	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Vår004	89	5	19,7	2	3,5	4	6	2	0	0	1	2010	1	1	0	0
1	Vår004	90	10	25,3	2	2,5	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Vår004	91	2	16,8	3	1,66666667	3	1	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår004	92	4	15,9	2	3,5	4	1	2	0	0	1	2010	1	1	0	0
1	Vår004	93	1	13,7	2	4	5	9	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Vår004	94	4	17	3	1,33333333	2	2	0	1	2	1	2010	0	0	0,66666667	0,66666667
1	Vår004	95	6	19,2	3	4	5	22	0	0	3	1	2010	0	0	1	1
1	Vår004	96	2	25,6	4	2	3	1	0	0	3	1	2010	0	0	0,75	0,75
1	Vår004	97	3	23,3	5	2,4	5	0	3	0	0	0	2010	0,6	0,6	0	0
1	Vår004	98	5	16,2	1	3	3	0	0	0	1	0	2010	0	0	1	1
1	Vår004	99	2	21,5	3	2	3	14	3	0	0	1	2010	1	1	0	0
1	Vår004	100	1	16,7	2	3,5	5	10	0	0	2	1	2010	0	0	1	1
1	Vår009	1	2	23,5	6	3,66666667	5	25	6	0	0	1	2010	1	1	0	0
1	Vår009	2	2	27,1	4	2,75	4	1	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Vår009	3	4	28,8	9	4,33333333	5	0	2	0	6	0	2010	0,22222222	0,22222222	0,66666667	0,66666667
1	Vår009	4	3	32,9	5	3,6	5	10	3	1	1	1	2010	0,6	0,6	0,2	0,2
1	Vår009	5	2	21,1	3	3,66666667	5	5	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår009	6	1	19,3	3	2,33333333	3	2	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Vår009	7	3	29,4	9	3,44444444	5	2	2	0	6	1	2010	0,22222222	0,22222222	0,66666667	0,66666667
1	Vår009	8	4	24,7	4	2,25	4	4	3	0	1	1	2010	0,75	0,75	0,25	0,25
1	Vår009	9	2	22,5	2	2	3	1	1	0	0	1	2010	0,5	0,5	0	0
1	Vår009	10	2	16,16	1	3	3	1	1	0	0	1	2010	1	1	0	0
1	Vår009	11	2	12,4	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Vår009	12	2	19,8	4	1,75	3	0	2	0	1	0	2010	0,5	0,5	0,25	0,25
1	Vår009	13	3	16,2	3	2,66666667	4	2	3	0	0	1	2010	1	1	0	0
1	Vår009	14	2	18,4	1	3	3	2	1	0	0	1	2010	1	1	0	0
1	Vår009	15	2	21,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Vår009	16	4	26,1	7	3,28571429	5	1	2	0	5	1	2010	0,28571429	0,28571429	0,71428571	0,71428571
1	Vår009	17	1	30,2	5	2,2	4	0	1	1	3	0	2010	0,2	0,2	0,6	0,6
1	Vår009	18	1	13,3	1	3	3	0	0	0	1	0	2010	0	0	1	1
1	Vår009	19	2	13,4	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Vår009	20	2	23,9	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
1	Vår009	21	2	17,4	6	2,5	4	0	0	2	3	0	2010	0	0	0,5	0,5
1	Vår009	22	2	13,6	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
1	Vår009	23	5	19,9	5	4,4	5	1	0	0	5	1	2010	0	0	1	1
1	Vår009	24	2	28,4	5	3,2	4	1	3	0	2	1	2010	0,6	0,6	0,4	0,4
1	Vår009	25	2	19,4	3	2	3	1	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Vår009	26	2	24,1	4	2,75	4	0	0	0	4	0	2010	0	0	1	1
1	Vår009	27	5	18,3	3	3	4	0	0	0	3	0	2010	0	0	1	1
1	Vår009	28	2	20,3	5	1,6	3	0	1	1	3	0	2010	0,2	0,2	0,6	0,6
1	Vår009	29	2	23,2	2	3,5	4	0	0	0	2	0	2010	0	0	1	1
1	Vår009	30	2	21,1	5	3	4	0	0	3	2	0	2010	0	0	0,4	0,4
1	Vår009	31	3	12,5	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Vår009	32	5	20,6	4	2,25	3	0	0	0	4	0	2010	0	0	1	1
1	Vår009	33	4	25,3	5	3,4	5	0	1	0	4	0	2010	0,2	0,2	0,8	0,8
1	Vår009	34	1	26,3	4	2,25	3	0	0	0	4	0	2010	0	0	1	1
1	Vår009	35	2	22,2	4	3,75	5	0	0	0	5	0	2010	0	0	1,25	1
1	Vår009	36	1	15,9	3	1,66666667	2	0	0	0	3	0	2010	0	0	1	1
1	Vår009	37	1	19,1	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Vår009	38	2	19,8	4	3,75	5	0	0	0	4	0	2010	0	0	1	1
1	Vår009	39	3	22,4	5	2,8	4	0	0	0	5	0	2010	0	0	1	1
1	Vår009	40	2	25,4	11	3	5	0	1	0	9	0	2010	0,09090909	0,09090909	0,81818182	0,81818182
1	Vår009	41	3	25,5	6	2,83333333	5	0	5	0	1	0	2010	0,83333333	0,83333333	0,16666667	0,16666667
1	Vår009	42	2	28,1	7	2,71428571	4	0	0	0	7	0	2010	0	0	1	1
1	Vår009	43	1	23	5	3,2	4	0	0	0	5	0	2010	0	0	1	1
1	Vår009	44	4	17,4	2	2	3	0	0	0	1	0	2010	0	0	0,5	0,5
1	Vår009	45	2	18,7	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Vår009	46	3	12,8	3	1,33333333	2	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
1	Vår009	47	3	21,3	3	2	3	0	0	0	3	0	2010	0	0	1	1
1	Vår009	48	3	25,5	4	3,5	5	2	1	0	2	1	2010	0,25	0,25	0,5	0,5
1	Vår009	49	2	25	3	3,66666667	5	0	0	0	3	0	2010	0	0	1	1
1	Vår009	50	7	23,6	5	4	5	0	0	0	5	0	2010	0	0	1	1
1	Vår009	51	3	32	9	2,55555556	5	0	2	0	4	0	2010	0,22222222	0,22222222	0,44444444	0,44444444
1	Vår009	52	1	25,6	5	2,4	4	2	1	1	3	1	2010	0,2	0,2	0,6	0,6
1	Vår009	53	2	23	5	2,4	4	4	1	0	4	1	2010	0,2	0,2	0,8	0,8
1	Vår009	54	4	27,3	5	2,8	4	0	0	0	5	0	2010	0	0	1	1
1	Vår009	55	3	30,9	6	2,66666667	4	0	1	0	5	0	2010	0,16666667	0,16666667	0,83333333	0,83333333
1	Vår009	56	2	18,6	4	2	3	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
1	Vår009	57	4	19,2	3	3,66666667	5	0	0	0	3	0	2010	0	0	1	1
1	Vår009	58	2	14,6	1	3	3	3	1	0	0	1	2010	1	1	0	0
1	Vår009	59	5	17,2	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Vår009	60	3	17	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
1	Vår009	61	1	20,7	2	3,5	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Vår009	62	6	25,4	5	1,8	3	0	1	0	4	0	2010	0,2	0,2	0,8	0,8
1	Vår009	63	3	32,1	5	2	4	0	3	0	1	0	2010	0,6	0,6	0,2	0,2
1	Vår009	64	2	27,1	13	2,07692308	4	0	1	3	7	0	2010	0,07692308	0,07692308	0,53846154	0,53846154
1	Vår009	65	1	24,3	6	2,33333333	4	0	0	1	5	0	2010	0	0	0,83333333	0,83333333
1	Vår009	66	4	30,2	7	2,57142857	4	0	1	0	5	0	2010	0,14285714	0,14285714	0,71428571	0,71428571
1	Vår009	67	2	18,4	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Vår009	68	2	24,4	5	2,8	4	9	3	1	2	1	2010	0,6	0,6	0,4	0,4
1	Vår009	69	1	15,2	3	1,66666667	3	0	2	1	0	0	2010	0,66666667	0,66666667	0	0
1	Vår009	70	1	15,9	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Vår009	71	1	15,4	2	2,5	3	3	2	0	0	1	2010	1	1	0	0
1	Vår009	72	2	17,6	3	2,66666667	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår009	73	2	25,2	4	3,5	5	3	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Vår009	74	1	16,6	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Vår009	75	2	20,8	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Vår009	76	1	31,1	3	2,66666667	4	4	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Vår009	77	2	20,7	3	1,66666667	3	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Vår009	78	1	19,2	3	1	1	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
1	Vår009	79	4	19,5	2	2	3	0	0	0	2	0	2010	0	0	1	1
1	Vår009	80	4	26,7	4	3,75	5	4	2	0	2	1	2010	0,5	0,5	0,5	0,5
1	Vår009	81	4	19,8	3	2,66666667	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Vår009	82	4	30,1	11	3,18181818	5	0	3	0	8	0	2010	0,27272727	0,27272727	0,72727273	0,72727273
1	Vår009	83	40	37	13	3,61538462	5	0	2	2	9	0	2010	0,15384615	0,15384615	0,69230769	0,69230769
1	Vår009	84	1	16,6	2	2,5	3	1	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Vår009	85	1	12,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Vår009	86	3	23,6	8	3,25	5	1	4	0	4	1	2010	0,5	0,5	0,5	0,5
1	Vår009	87	2	20,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Vår009	88	1	28,2	4	3,5	5	3	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Vår009	89	2	15,5	4	3,25	5	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Vår009	90	2	25,2	5	2	3	4	1	0	4	1	2010	0,2	0,2	0,8	0,8
1	Vår009	91	1	26,7	5	3	4	6	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Vår009	92	2	26,7	6	2,83333333	5	1	1	0	5	1	2010	0,16666667	0,16666667	0,83333333	0,83333333
1	Vår009	93	3	18,8	3	2,66666667	4	1	2	0	2	1	2010	0,66666667	0,66666667	0,66666667	0,66666667
1	Vår009	94	2	21,4	4	2,5	4	4	3	1	0	1	2010	0,75	0,75	0	0
1	Vår009	95	3	17,7	4	2,75	5	1	1	0	2	1	2010	0,25	0,25	0,5	0,5
1	Vår009	96	2	23,4	6	1,83333333	3	0	0	1	5	0	2010	0	0	0,83333333	0,83333333
1	Vår009	97	2	25,7	8	3,375	5	3	2	0	6	1	2010	0,25	0,25	0,75	0,75
1	Vår009	98	3	29,9	5	3	5	0	3	0	2	0	2010	0,6	0,6	0,4	0,4
1	Vår009	99	1	29	5	2,8	4	0	2	0	3	0	2010	0,4	0,4	0,6	0,6
1	Vår009	100	1	23,3	4	2	3	0	0	0	4	0	2010	0	0	1	1
1	Ale001	1	3	37	6	2,5	4	0	0	0	0	0	2011	0	0	0	0
1	Ale001	2	3	28,5	8	3,5	5	9	4	1	3	1	2011	0,5	0,5	0,375	0,375
1	Ale001	3	2	22,2	4	3,5	5	0	2	0	2	0	2011	0,5	0,5	0,5	0,5
1	Ale001	4	3	33,7	9	3,33333333	5	19	6	0	3	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	5	4	23,4	4	3,5	5	16	2	0	2	1	2011	0,5	0,5	0,5	0,5
1	Ale001	6	2	18,6	3	2,33333333	4	2	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ale001	7	5	22,4	3	3	4	2	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ale001	8	3	31,6	5	3,2	4	6	4	1	0	1	2011	0,8	0,8	0	0
1	Ale001	9	3	24,7	4	3,75	5	7	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ale001	10	5	20,6	5	2,6	5	5	3	1	1	1	2011	0,6	0,6	0,2	0,2
1	Ale001	11	2	13,7	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ale001	12	2	19,5	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Ale001	13	2	26	3	2,66666667	4	4	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	14	3	23,2	4	2,5	4	7	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ale001	15	1	24	2	3	4	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	16	4	26,8	4	3	4	0	4	0	0	0	2011	1	1	0	0
1	Ale001	17	2	22,2	2	3,5	4	4	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Ale001	18	2	28	5	3,4	5	7	2	2	1	1	2011	0,4	0,4	0,2	0,2
1	Ale001	19	3	25,3	4	1	1	0	2	2	2	0	2011	0,5	0,5	0,5	0,5
1	Ale001	20	3	25,5	3	3,33333333	4	5	3	0	0	1	2011	1	1	0	0
1	Ale001	21	3	40,5	8	2,875	4	1	0	0	0	1	2011	0	0	0	0
1	Ale001	22	2	30,3	5	2,2	4	0	1	0	4	0	2011	0,2	0,2	0,8	0,8
1	Ale001	23	5	19	4	4	5	6	4	0	0	1	2011	1	1	0	0
1	Ale001	24	4	24,2	3	4,33333333	5	13	3	0	0	1	2011	1	1	0	0
1	Ale001	25	4	28	7	3	4	4	7	0	0	1	2011	1	1	0	0
1	Ale001	26	3	18,5	5	4,6	5	12	5	0	0	1	2011	1	1	0	0
1	Ale001	27	3	18,8	5	4,4	5	4	4	1	1	1	2011	0,8	0,8	0,2	0,2
1	Ale001	28	3	20,5	4	3,5	5	8	3	1	0	1	2011	0,75	0,75	0	0
1	Ale001	29	4	17,9	4	2,5	4	2	2	0	2	1	2011	0,5	0,5	0,5	0,5
1	Ale001	30	3	28,8	7	2,57142857	3	0	3	0	4	0	2011	0,42857143	0,42857143	0,57142857	0,57142857
1	Ale001	31	2	25,7	3	2,66666667	4	0	3	0	0	0	2011	1	1	0	0
1	Ale001	32	2	17,8	3	3,66666667	5	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Ale001	33	2	17,7	3	1,33333333	2	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	34	4	18,3	3	2,66666667	4	2	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ale001	35	1	13,7	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Ale001	36	4	15,9	4	2	3	0	3	0	1	0	2011	0,75	0,75	0,25	0,25
1	Ale001	37	2	15,7	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ale001	38	3	21,3	3	2,33333333	4	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Ale001	39	2	26	4	2,5	4	2	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ale001	40	2	17,2	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ale001	41	4	16,2	3	1,33333333	2	0	1	1	1	0	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ale001	42	2	14,7	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Ale001	43	2	18,3	2	2	3	0	2	0	0	0	2011	1	1	0	0
1	Ale001	44	2	10,4	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Ale001	45	1	11,2	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Ale001	46	2	25,2	4	2,5	4	5	1	0	3	1	2011	0,25	0,25	0,75	0,75
1	Ale001	47	2	16,1	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Ale001	48	2	9	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ale001	49	3	21,3	3	1,33333333	2	0	0	0	3	0	2011	0	0	1	1
1	Ale001	50	2	19	3	2,66666667	4	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Ale001	51	2	14	2	2,5	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	52	4	17	2	2,5	3	2	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Ale001	53	1	15	2	2,5	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	54	6	15,1	3	1,33333333	2	1	0	1	2	1	2011	0	0	0,66666667	0,66666667
1	Ale001	55	9	24,2	3	1,33333333	2	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Ale001	56	2	21,2	2	1,5	2	0	0	0	2	0	2011	0	0	1	1
1	Ale001	57	3	20,3	2	2,5	3	0	2	0	0	0	2011	1	1	0	0
1	Ale001	58	3	9,4	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ale001	59	1	17	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ale001	60	2	21	3	2,66666667	4	2	3	0	0	1	2011	1	1	0	0
1	Ale001	61	3	14,5	5	3	5	1	2	0	3	1	2011	0,4	0,4	0,6	0,6
1	Ale001	62	2	19,5	2	1,5	2	0	0	0	2	0	2011	0	0	1	1
1	Ale001	63	3	27,1	5	2,4	4	0	3	0	2	0	2011	0,6	0,6	0,4	0,4
1	Ale001	64	3	27,1	8	4	5	16	5	2	1	1	2011	0,625	0,625	0,125	0,125
1	Ale001	65	2	16,3	2	2	2	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	66	5	15,3	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ale001	67	2	16,8	3	3,66666667	5	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	68	17	15,7	3	2,33333333	3	0	0	0	0	0	2011	0	0	0	0
1	Ale001	69	1	21,2	2	2	3	0	0	1	1	0	2011	0	0	0,5	0,5
1	Ale001	70	2	22,2	3	2,33333333	3	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	71	2	17,7	3	1,66666667	3	0	3	0	0	0	2011	1	1	0	0
1	Ale001	72	3	16,2	1	4	4	3	1	0	0	1	2011	1	1	0	0
1	Ale001	73	4	26,3	7	4,28571429	5	2	2	0	5	1	2011	0,28571429	0,28571429	0,71428571	0,71428571
1	Ale001	74	4	24,1	4	3,25	5	0	4	0	0	0	2011	1	1	0	0
1	Ale001	75	2	20,5	4	3,5	5	0	1	0	3	0	2011	0,25	0,25	0,75	0,75
1	Ale001	76	1	17,4	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ale001	77	4	21	4	3,5	5	0	2	0	2	0	2011	0,5	0,5	0,5	0,5
1	Ale001	78	4	25	7	3,71428571	5	3	4	0	3	1	2011	0,57142857	0,57142857	0,42857143	0,42857143
1	Ale001	79	4	18,3	4	2,5	4	3	2	0	2	1	2011	0,5	0,5	0,5	0,5
1	Ale001	80	4	22,3	5	2	3	1	0	2	3	1	2011	0	0	0,6	0,6
1	Ale001	81	10	30,4	6	3,33333333	5	2	4	0	2	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	82	5	28,2	5	4,2	5	0	2	2	2	0	2011	0,4	0,4	0,4	0,4
1	Ale001	83	2	19,3	4	3,5	5	6	3	1	0	1	2011	0,75	0,75	0	0
1	Ale001	84	2	20,2	5	3,4	5	6	2	0	3	1	2011	0,4	0,4	0,6	0,6
1	Ale001	85	3	23,1	6	3,66666667	5	3	3	0	3	1	2011	0,5	0,5	0,5	0,5
1	Ale001	86	2	21	5	3,2	5	0	2	0	3	0	2011	0,4	0,4	0,6	0,6
1	Ale001	87	5	22,3	8	3,625	5	1	1	0	7	1	2011	0,125	0,125	0,875	0,875
1	Ale001	88	4	9	2	4	5	0	0	0	2	0	2011	0	0	1	1
1	Ale001	89	4	15,6	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ale001	90	2	10,3	2	1,5	2	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	91	6	13,5	3	4	5	4	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ale001	92	5	17	5	2,8	4	2	2	0	3	1	2011	0,4	0,4	0,6	0,6
1	Ale001	93	2	18,1	5	3,2	5	1	2	1	3	1	2011	0,4	0,4	0,6	0,6
1	Ale001	94	9	24	5	2	4	0	0	0	4	0	2011	0	0	0,8	0,8
1	Ale001	95	2	20,5	2	2	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ale001	96	2	20,3	5	3,8	5	3	4	0	1	1	2011	0,8	0,8	0,2	0,2
1	Ale001	97	3	21	4	4,25	5	1	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ale001	98	1	18,8	5	4	5	1	1	0	4	1	2011	0,2	0,2	0,8	0,8
1	Ale001	99	3	17,5	4	3,25	5	1	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ale001	100	3	25,3	5	3	4	0	3	0	2	0	2011	0,6	0,6	0,4	0,4
0	Ale010	1	1	26,6	2	3,5	5	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
0	Ale010	2	1	16,7	1	4	4	0	1	0	0	0	2011	1	1	0	0
0	Ale010	3	1	27,7	1	4	4	0	0	0	1	0	2011	0	0	1	1
0	Ale010	4	2	14,2	1	1	1	0	0	1	0	0	2011	0	0	0	0
0	Ale010	5	2	17	2	1,5	2	0	2	0	0	0	2011	1	1	0	0
0	Ale010	6	1	12,4	1	1	1	0	0	1	0	0	2011	0	0	0	0
0	Ale010	7	2	15	1	3	3	0	0	0	1	0	2011	0	0	1	1
0	Ale010	8	3	10,7	1	2	2	0	1	0	0	0	2011	1	1	0	0
0	Ale010	9	3	13,1	2	2	2	0	0	2	0	0	2011	0	0	0	0
0	Ale010	10	2	11,1	1	1	1	0	1	0	0	0	2011	1	1	0	0
0	Ale010	11	1	20,6	1	2	2	0	0	0	0	0	2011	0	0	0	0
0	Ale010	12	3	16,2	1	4	4	0	0	0	0	0	2011	0	0	0	0
0	Ale010	13	1	15,7	1	3	3	0	1	0	0	0	2011	1	1	0	0
0	Ale010	14	1	25,6	2	2,5	3	0	0	0	1	0	2011	0	0	0,5	0,5
0	Ale010	15	4	14,6	1	2	2	0	0	0	0	0	2011	0	0	0	0
0	Ale010	16	1	23	1	5	5	0	1	0	0	0	2011	1	1	0	0
0	Ale010	17	1	16	1	3	3	0	0	0	1	0	2011	0	0	1	1
0	Ale010	18	2	15,5	1	4	4	0	1	0	0	0	2011	1	1	0	0
0	Ale010	19	1	12,8	1	4	4	0	1	0	0	0	2011	1	1	0	0
0	Ale010	20	1	19,2	1	5	5	0	0	0	1	0	2011	0	0	1	1
0	Ale010	21	1	14,2	1	2	2	0	0	0	1	0	2011	0	0	1	1
0	Ale010	22	1	23,1	1	5	5	0	0	0	1	0	2011	0	0	1	1
0	Ale010	23	2	27,7	3	4,66666667	5	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
0	Ale010	24	1	22,8	1	5	5	0	0	0	1	0	2011	0	0	1	1
0	Ale010	25	1	32	1	3	3	0	1	0	0	0	2011	1	1	0	0
0	Ale010	26	2	23,6	1	3	3	0	0	0	1	0	2011	0	0	1	1
0	Ale010	27	1	22,5	1	3	3	0	1	0	0	0	2011	1	1	0	0
0	Ale010	28	1	31,5	1	2	2	0	0	0	1	0	2011	0	0	1	1
0	Ale010	29	1	15	1	1	1	0	0	1	0	0	2011	0	0	0	0
0	Ale010	30	2	33,5	4	3,5	5	0	1	1	2	0	2011	0,25	0,25	0,5	0,5
0	Ale010	31	2	24	2	3	4	0	2	0	0	0	2011	1	1	0	0
0	Ale010	32	3	13,8	1	1	1	0	0	1	0	0	2011	0	0	0	0
0	Ale010	33	1	22,2	2	2,5	3	0	1	1	0	0	2011	0,5	0,5	0	0
0	Ale010	34	1	12,1	1	4	4	0	0	1	0	0	2011	0	0	0	0
0	Ale010	35	1	28,3	4	4,5	5	0	0	1	3	0	2011	0	0	0,75	0,75
0	Ale010	36	1	18,3	1	4	4	0	0	0	1	0	2011	0	0	1	1
0	Ale010	37	3	29,4	2	2	3	0	0	1	1	0	2011	0	0	0,5	0,5
0	Ale010	38	1	22	1	3	3	0	0	0	1	0	2011	0	0	1	1
0	Ale010	39	1	29,9	1	5	5	0	0	0	0	0	2011	0	0	0	0
0	Ale010	40	1	24,1	3	1,66666667	3	0	0	2	1	0	2011	0	0	0,33333333	0,33333333
0	Ale010	41	1	18,6	1	2	2	0	0	0	0	0	2011	0	0	0	0
0	Ale010	42	2	11,4	1	3	3	0	0	0	1	0	2011	0	0	1	1
0	Ale010	43	1	15	1	1	1	0	0	0	0	0	2011	0	0	0	0
