predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_intact_fruits
0	Sve013	OLSHULT. Strand, betesmark	70	2	22	2	3,5	5	0
0	Sve013	OLSHULT. Strand, betesmark	71	3	27,5	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	72	3	30,5	4	3,5	5	0
0	Sve013	OLSHULT. Strand, betesmark	73	9	18,6	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	74	2	20,3	2	3	4	0
0	Sve013	OLSHULT. Strand, betesmark	75	2	20	1	3	3	0
0	Sve013	OLSHULT. Strand, betesmark	76	9	21,1	1	5	5	0
0	Sve013	OLSHULT. Strand, betesmark	77	3	17,6	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	78	3	15,6	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	79	6	9,9	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	80	5	20,6	2	2,5	3	0
0	Sve013	OLSHULT. Strand, betesmark	81	3	18,7	2	2,5	3	0
0	Sve013	OLSHULT. Strand, betesmark	82	3	15,1	1	3	3	0
0	Sve013	OLSHULT. Strand, betesmark	83	4	21,1	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	84	5	15,6	1	1	1	0
0	Sve013	OLSHULT. Strand, betesmark	85	3	24,7	2	3,5	5	1
0	Sve013	OLSHULT. Strand, betesmark	86	6	22,5	2	4	5	1
0	Sve013	OLSHULT. Strand, betesmark	87	3	22,4	3	2,333333333	4	1
0	Sve013	OLSHULT. Strand, betesmark	88	4	17,7	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	89	2	28,3	2	3,5	5	0
0	Sve013	OLSHULT. Strand, betesmark	90	13	21,7	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	91	4	17,6	1	2	2	0
0	Sve013	OLSHULT. Strand, betesmark	92	2	18,6	2	3	4	0
0	Sve013	OLSHULT. Strand, betesmark	93	14	20,1	2	3,5	5	0
0	Sve013	OLSHULT. Strand, betesmark	94	13	12,6	1	2	2	0
0	Sve013	OLSHULT. Strand, betesmark	95	4	15	1	3	3	0
0	Sve013	OLSHULT. Strand, betesmark	96	3	16,4	1	3	3	0
0	Sve013	OLSHULT. Strand, betesmark	97	4	18,3	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	98	5	13	1	4	4	0
0	Sve013	OLSHULT. Strand, betesmark	99	3	21,8	1	5	5	0
0	Sve013	OLSHULT. Strand, betesmark	100	6	12,3	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	1	2	34,5	6	2,166666667	3	6
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	2	2	25,6	4	3	5	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	3	2	22,6	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	4	3	28,5	2	2	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	5	4	31,9	2	1,5	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	6	3	26,2	2	1,5	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	7	1	23,7	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	8	4	25,6	2	1,5	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	9	2	23,3	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	10	2	28,6	3	2,666666667	4	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	11	3	18,7	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	12	2	26,2	3	1,666666667	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	13	3	18,9	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	14	3	37,5	4	3	5	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	15	6	24,4	2	3,5	5	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	16	3	23,9	1	4	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	17	3	25,7	3	4	5	3
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	18	5	24,6	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	19	4	23,6	1	2	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	20	5	21,2	1	2	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	21	1	23,2	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	22	2	29,2	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	23	4	27,5	2	2,5	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	24	3	23,5	2	2	3	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	25	3	23	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	26	3	28,7	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	27	2	24,5	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	28	3	21,4	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	29	3	22,4	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	30	1	28,1	2	3,5	5	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	31	2	18,4	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	32	2	18,6	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	33	3	19,4	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	34	3	23,8	2	2,5	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	35	1	27	2	3	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	36	6	16,6	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	37	2	26,9	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	38	4	22,6	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	39	5	31	2	3	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	40	3	28,1	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	41	3	18,3	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	42	2	32,6	4	2,5	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	43	3	32,5	3	2	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	44	2	33,2	2	2	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	45	2	20	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	46	1	28,5	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	47	2	26,5	2	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	48	2	36,7	3	3,666666667	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	49	2	27,4	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	50	3	27,1	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	51	3	24,9	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	52	3	35,4	1	1	1	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	53	1	26,1	2	1,5	2	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	54	4	36,5	3	2,666666667	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	55	2	30,3	1	4	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	56	4	25	2	3	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	57	3	30,2	1	5	5	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	58	1	33,2	2	1,5	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	59	2	26	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	60	3	28,6	3	1,333333333	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	61	4	30,9	2	2,5	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	62	3	40,1	6	1,833333333	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	63	5	17,7	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	64	3	21,3	3	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	65	3	17,8	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	66	6	27,6	1	2	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	67	3	32,1	3	2,333333333	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	68	3	21,5	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	69	3	35,7	4	1,75	3	3
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	70	5	16,1	1	5	5	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	71	2	25,5	2	1,5	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	72	1	14,4	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	73	1	34,4	6	2,833333333	5	3
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	74	3	20,6	1	5	5	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	75	1	31,7	3	2,333333333	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	76	1	17,8	1	1	1	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	77	2	29,3	3	1,333333333	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	78	1	28,9	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	79	1	12,6	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	80	2	8,5	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	81	4	13,5	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	82	3	22,9	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	83	2	21,7	2	1,5	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	84	4	20,6	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	85	8	19,7	2	1,5	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	86	2	17,3	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	87	4	30	2	3	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	88	5	19,5	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	89	2	19,6	2	1,5	2	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	90	2	18,6	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	91	3	24,8	3	3	5	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	92	3	33	4	2,5	4	3
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	93	2	18,7	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	94	1	26,1	3	2,333333333	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	95	3	26,7	3	2,333333333	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	96	2	19,9	1	3	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	97	2	14,2	2	2	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	98	3	14,7	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	99	2	17	3	4	5	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	100	2	21,1	4	3	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	1	3	25,2	3	3	4	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	2	2	23,3	4	1,25	2	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	3	2	16,4	1	1	1	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	4	4	28,6	4	1,25	2	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	5	9	21,8	4	1,5	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	6	2	21	2	1,5	2	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	7	4	23,5	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	8	2	19,7	2	2,5	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	9	2	21,5	4	2	3	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	10	2	20,6	3	1,666666667	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	11	3	14,4	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	12	2	11,4	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	13	3	31	6	3,166666667	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	14	3	21,5	2	1,5	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	15	1	22,8	3	3	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	16	2	28,5	5	2,4	4	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	17	6	27	6	3,166666667	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	18	6	19,6	6	4,5	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	19	4	16,1	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	20	3	18,6	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	21	9	19,9	2	4	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	22	2	19,22	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	23	1	16,4	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	24	4	24,1	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	25	3	31,1	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	26	1	14	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	27	1	17,5	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	28	1	29,3	3	2,666666667	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	29	4	13,9	1	1	1	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	30	4	21,3	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	31	3	16,2	2	3	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	32	4	26,2	2	3,5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	33	3	27,5	6	3,5	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	34	2	34,3	3	2	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	35	2	23,5	1	5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	36	4	20,2	4	2,75	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	37	2	17,3	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	38	4	21	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	39	2	24,6	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	40	3	32	4	3	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	41	3	36,8	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	42	2	12,3	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	43	2	20	2	4	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	44	1	15,2	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	45	2	19,3	1	5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	46	5	30,3	7	2,857142857	5	7
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	47	2	30	4	3	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	48	4	32,5	3	2,333333333	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	49	5	23,3	3	2,666666667	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	50	7	29,7	4	3	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	51	3	34,6	5	3,2	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	52	6	35,3	4	3,5	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	53	9	29,2	2	4	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	54	3	31	3	3,333333333	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	55	1	16,3	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	56	4	15,6	3	3	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	57	4	28,1	2	3	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	58	3	26,5	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	59	5	30	5	2	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	60	3	29,6	4	3,75	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	61	3	29,2	4	3,5	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	62	5	31,7	4	3,25	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	63	5	31,5	4	2,75	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	64	2	24,2	4	2	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	65	3	23,6	4	3	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	66	3	24,8	2	2,5	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	67	2	29	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	68	3	25,9	1	5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	69	2	23,9	1	4	4	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	70	5	27,3	2	2,5	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	71	4	24,2	2	3,5	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	72	3	26,5	2	4	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	73	2	30,2	2	4	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	74	5	32,2	4	3,75	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	75	8	25,1	2	3,5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	76	4	28,1	6	3,333333333	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	77	4	24,3	1	5	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	78	18	31,1	3	3	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	79	3	25,7	4	3,25	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	80	3	28,2	1	3	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	81	5	32,2	6	2,666666667	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	82	7	25,2	6	3,666666667	5	7
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	83	5	35,3	8	2,625	5	8
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	84	9	25,2	4	3,5	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	85	7	24,2	3	2,333333333	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	86	5	35,6	5	2,2	4	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	87	7	29,5	5	3	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	88	11	30,5	7	3,714285714	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	89	8	15,9	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	90	3	19,2	5	4,4	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	91	3	24,7	1	5	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	92	2	32	4	2,75	4	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	93	11	27,2	6	2,333333333	4	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	94	8	28,2	4	3,5	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	95	6	23,5	1	5	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	96	3	30,2	3	3,333333333	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	97	4	26,9	2	2,5	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	98	3	19	2	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	99	6	16,6	2	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	100	4	36,7	5	2,8	4	0
