predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack	year	ants_10	ants_11	pred	ants_mean	ants_max	logants	area	Mean(n_shoots)	Mean(h_shoot)	Mean(n_fl)	Mean(phen_index)	Mean(most_adv)	Mean(n_eggs)	Std Dev(n_shoots)	Std Dev(h_shoot)	Std Dev(n_fl)	Std Dev(phen_index)	Std Dev(most_adv)	Std Dev(n_eggs)	Mean(n_intact_fruits)	n_shoots_sta	h_shoot_sta	n_fl_sta	phen_index_sta	most_adv_sta	n_eggs_sta	n_intact_fruits_rel
1	Vår009	Tånga hed	35	2	22,2	4	3,75	5	0	0	0	NA	5	4500	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,03382083	0,15191988	0,85081528	0,74967807	-0,2689184	1,61030596
1	Vår009	Tånga hed	36	1	15,9	3	1,66666667	2	0	0	0	NA	3	1350	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-1,1066386	-0,1933526	-1,6532483	-2,1776363	-0,2689184	0,96618357
1	Vår009	Tånga hed	37	1	19,1	2	1,5	2	0	0	0	NA	2	1010	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-0,5273576	-0,538625	-1,8535734	-2,1776363	-0,2689184	0,64412238
1	Vår009	Tånga hed	38	2	19,8	4	3,75	5	0	0	0	NA	4	2360	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,4006399	0,15191988	0,85081528	0,74967807	-0,2689184	1,28824477
1	Vår009	Tånga hed	39	3	22,4	5	2,8	4	0	0	0	NA	5	775	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	0,07002589	0,49719235	-0,2910377	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	40	2	25,4	11	3	5	0	1	0	NA	9	6525	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,6131018	2,56882713	-0,0506476	0,74967807	-0,2689184	2,89855072
1	Vår009	Tånga hed	41	3	25,5	6	2,83333333	5	0	5	0	NA	1	350	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	0,63120433	0,84246481	-0,2509727	0,74967807	-0,2689184	0,32206119
1	Vår009	Tånga hed	42	2	28,1	7	2,71428571	4	0	0	0	NA	7	4130	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	1,10187013	1,18773727	-0,394062	-0,2260934	-0,2689184	2,25442834
1	Vår009	Tånga hed	43	1	23	5	3,2	4	0	0	0	NA	5	3125	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	0,17864107	0,49719235	0,1897425	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	44	4	17,4	2	2	3	0	0	0	NA	1	630	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	-0,8351006	-0,538625	-1,2525981	-1,2018648	-0,2689184	0,32206119
1	Vår009	Tånga hed	45	2	18,7	2	3	4	0	1	0	NA	1	600	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,5997677	-0,538625	-0,0506476	-0,2260934	-0,2689184	0,32206119
1	Vår009	Tånga hed	46	3	12,8	3	1,33333333	2	0	0	2	NA	1	510	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	-1,667817	-0,1933526	-2,0538984	-2,1776363	-0,2689184	0,32206119
1	Vår009	Tånga hed	47	3	21,3	3	2	3	0	0	0	NA	3	1785	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	-0,1291019	-0,1933526	-1,2525981	-1,2018648	-0,2689184	0,96618357
1	Vår009	Tånga hed	48	3	25,5	4	3,5	5	2	1	0	NA	2	1400	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	0,63120433	0,15191988	0,55032765	0,74967807	0,63500905	0,64412238
1	Vår009	Tånga hed	49	2	25	3	3,66666667	5	0	0	0	NA	3	1935	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,54069168	-0,1933526	0,75065273	0,74967807	-0,2689184	0,96618357
1	Vår009	Tånga hed	50	7	23,6	5	4	5	0	0	0	NA	5	2600	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	1,28668778	0,28725625	0,49719235	1,1513029	0,74967807	-0,2689184	1,61030596
1	Vår009	Tånga hed	51	3	32	9	2,55555556	5	0	2	0	NA	4	2880	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	1,80786882	1,8782822	-0,5848478	0,74967807	-0,2689184	1,28824477
1	Vår009	Tånga hed	52	1	25,6	5	2,4	4	2	1	1	NA	3	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	0,64930687	0,49719235	-0,7718179	-0,2260934	0,63500905	0,96618357
1	Vår009	Tånga hed	53	2	23	5	2,4	4	4	1	0	NA	4	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,17864107	0,49719235	-0,7718179	-0,2260934	1,53893652	1,28824477
1	Vår009	Tånga hed	54	4	27,3	5	2,8	4	0	0	0	NA	5	2950	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	0,95704989	0,49719235	-0,2910377	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	55	3	30,9	6	2,66666667	4	0	1	0	NA	5	260	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	1,60874099	0,84246481	-0,4512978	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	56	2	18,6	4	2	3	0	1	0	NA	3	1875	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,6178703	0,15191988	-1,2525981	-1,2018648	-0,2689184	0,96618357
1	Vår009	Tånga hed	57	4	19,2	3	3,66666667	5	0	0	0	NA	3	645	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	-0,5092551	-0,1933526	0,75065273	0,74967807	-0,2689184	0,96618357
1	Vår009	Tånga hed	58	2	14,6	1	3	3	3	1	0	NA	0	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-1,3419715	-0,8838975	-0,0506476	-1,2018648	1,08697279	0
1	Vår009	Tånga hed	59	5	17,2	1	1	1	0	0	0	NA	1	10	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,68623348	-0,8713057	-0,8838975	-2,4545486	-3,1534078	-0,2689184	0,32206119
1	Vår009	Tånga hed	60	3	17	2	1,5	2	0	0	1	NA	1	630	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	-0,9075108	-0,538625	-1,8535734	-2,1776363	-0,2689184	0,32206119
1	Vår009	Tånga hed	61	1	20,7	2	3,5	4	0	1	0	NA	1	680	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-0,2377171	-0,538625	0,55032765	-0,2260934	-0,2689184	0,32206119
1	Vår009	Tånga hed	62	6	25,4	5	1,8	3	0	1	0	NA	4	1800	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,98646063	0,6131018	0,49719235	-1,4929882	-1,2018648	-0,2689184	1,28824477
1	Vår009	Tånga hed	63	3	32,1	5	2	4	0	3	0	NA	1	725	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	1,82597135	0,49719235	-1,2525981	-0,2260934	-0,2689184	0,32206119
1	Vår009	Tånga hed	64	2	27,1	13	2,07692308	4	0	1	3	NA	7	4830	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,92084482	3,25937205	-1,1601404	-0,2260934	-0,2689184	2,25442834
1	Vår009	Tånga hed	65	1	24,3	6	2,33333333	4	0	0	1	NA	5	3350	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	0,41397397	0,84246481	-0,8519479	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	66	4	30,2	7	2,57142857	4	0	1	0	NA	5	3675	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	1,48202327	1,18773727	-0,5657692	-0,2260934	-0,2689184	1,61030596
1	Vår009	Tånga hed	67	2	18,4	2	2,5	3	0	1	0	NA	1	630	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,6540753	-0,538625	-0,6516229	-1,2018648	-0,2689184	0,32206119
1	Vår009	Tånga hed	68	2	24,4	5	2,8	4	9	3	1	NA	2	480	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,4320765	0,49719235	-0,2910377	-0,2260934	3,7987552	0,64412238
1	Vår009	Tånga hed	69	1	15,2	3	1,66666667	3	0	2	1	NA	0	NA	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-1,2333563	-0,1933526	-1,6532483	-1,2018648	-0,2689184	0
1	Vår009	Tånga hed	70	1	15,9	1	1	1	0	0	0	NA	1	540	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-1,1066386	-0,8838975	-2,4545486	-3,1534078	-0,2689184	0,32206119
1	Vår009	Tånga hed	71	1	15,4	2	2,5	3	3	2	0	NA	0	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-1,1971513	-0,538625	-0,6516229	-1,2018648	1,08697279	0
1	Vår009	Tånga hed	72	2	17,6	3	2,66666667	4	0	2	0	NA	1	460	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,7988956	-0,1933526	-0,4512978	-0,2260934	-0,2689184	0,32206119
1	Vår009	Tånga hed	73	2	25,2	4	3,5	5	3	1	0	NA	3	1350	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,57689674	0,15191988	0,55032765	0,74967807	1,08697279	0,96618357
1	Vår009	Tånga hed	74	1	16,6	1	3	3	0	1	0	NA	0	NA	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-0,9799209	-0,8838975	-0,0506476	-1,2018648	-0,2689184	0
1	Vår009	Tånga hed	75	2	20,8	1	3	3	0	1	0	NA	0	NA	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,2196146	-0,8838975	-0,0506476	-1,2018648	-0,2689184	0
1	Vår009	Tånga hed	76	1	31,1	3	2,66666667	4	4	1	0	NA	2	1090	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	1,64494605	-0,1933526	-0,4512978	-0,2260934	1,53893652	0,64412238
1	Vår009	Tånga hed	77	2	20,7	3	1,66666667	3	0	2	0	NA	0	0	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,2377171	-0,1933526	-1,6532483	-1,2018648	-0,2689184	0
1	Vår009	Tånga hed	78	1	19,2	3	1	1	0	0	2	NA	1	440	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-0,5092551	-0,1933526	-2,4545486	-3,1534078	-0,2689184	0,32206119
1	Vår009	Tånga hed	79	4	19,5	2	2	3	0	0	0	NA	2	1040	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	-0,4549475	-0,538625	-1,2525981	-1,2018648	-0,2689184	0,64412238
1	Vår009	Tånga hed	80	4	26,7	4	3,75	5	4	2	0	NA	2	620	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	0,8484347	0,15191988	0,85081528	0,74967807	1,53893652	0,64412238
1	Vår009	Tånga hed	81	4	19,8	3	2,66666667	4	0	2	0	NA	1	0	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	-0,4006399	-0,1933526	-0,4512978	-0,2260934	-0,2689184	0,32206119
1	Vår009	Tånga hed	82	4	30,1	11	3,18181818	5	0	3	0	NA	8	6440	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	1,46392074	2,56882713	0,16788885	0,74967807	-0,2689184	2,57648953
1	Vår009	Tånga hed	83	40	37	13	3,61538462	5	0	2	2	NA	9	1980	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	11,1941837	2,71299535	3,25937205	0,68901425	0,74967807	-0,2689184	2,89855072
1	Vår009	Tånga hed	84	1	16,6	2	2,5	3	1	1	0	NA	1	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-0,9799209	-0,538625	-0,6516229	-1,2018648	0,18304531	0,32206119
1	Vår009	Tånga hed	85	1	12,9	1	2	2	0	0	0	NA	1	NA	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	-1,6497145	-0,8838975	-1,2525981	-2,1776363	-0,2689184	0,32206119
1	Vår009	Tånga hed	86	3	23,6	8	3,25	5	1	4	0	NA	4	2520	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	0,28725625	1,53300974	0,24984003	0,74967807	0,18304531	1,28824477
1	Vår009	Tånga hed	87	2	20,3	1	2	2	0	0	0	NA	1	650	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,3101273	-0,8838975	-1,2525981	-2,1776363	-0,2689184	0,32206119
1	Vår009	Tånga hed	88	1	28,2	4	3,5	5	3	1	0	NA	3	1185	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	1,11997266	0,15191988	0,55032765	0,74967807	1,08697279	0,96618357
1	Vår009	Tånga hed	89	2	15,5	4	3,25	5	0	2	0	NA	2	610	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-1,1790487	0,15191988	0,24984003	0,74967807	-0,2689184	0,64412238
1	Vår009	Tånga hed	90	2	25,2	5	2	3	4	1	0	NA	4	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,57689674	0,49719235	-1,2525981	-1,2018648	1,53893652	1,28824477
1	Vår009	Tånga hed	91	1	26,7	5	3	4	6	4	0	NA	1	600	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	0,8484347	0,49719235	-0,0506476	-0,2260934	2,44286399	0,32206119
1	Vår009	Tånga hed	92	2	26,7	6	2,83333333	5	1	1	0	NA	5	2250	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,8484347	0,84246481	-0,2509727	0,74967807	0,18304531	1,61030596
1	Vår009	Tånga hed	93	3	18,8	3	2,66666667	4	1	2	0	NA	2	120	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	-0,5816652	-0,1933526	-0,4512978	-0,2260934	0,18304531	0,64412238
1	Vår009	Tånga hed	94	2	21,4	4	2,5	4	4	3	1	NA	0	NA	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,1109994	0,15191988	-0,6516229	-0,2260934	1,53893652	0
1	Vår009	Tånga hed	95	3	17,7	4	2,75	5	1	1	0	NA	2	1790	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	-0,7807931	0,15191988	-0,3511352	0,74967807	0,18304531	0,64412238
1	Vår009	Tånga hed	96	2	23,4	6	1,83333333	3	0	0	1	NA	5	3200	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,25105119	0,84246481	-1,4529232	-1,2018648	-0,2689184	1,61030596
1	Vår009	Tånga hed	97	2	25,7	8	3,375	5	3	2	0	NA	6	4920	1	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	0,6674094	1,53300974	0,40008384	0,74967807	1,08697279	1,93236715
1	Vår009	Tånga hed	98	3	29,9	5	3	5	0	3	0	NA	2	1430	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,08577919	1,42771568	0,49719235	-0,0506476	0,74967807	-0,2689184	0,64412238
1	Vår009	Tånga hed	99	1	29	5	2,8	4	0	2	0	NA	3	2280	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	1,26479291	0,49719235	-0,2910377	-0,2260934	-0,2689184	0,96618357
1	Vår009	Tånga hed	100	1	23,3	4	2	3	0	0	0	NA	4	3120	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,5146751	0,23294866	0,15191988	-1,2525981	-1,2018648	-0,2689184	1,28824477
1	Vår009	Tånga hed	101A	2	19,6	3	3,33333333	5	0	1	0	NA	2	1000	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	-0,214448	-0,436845	-0,1933526	0,35000257	0,74967807	-0,2689184	0,64412238
1	Vår009	Tånga hed	102B	NA	NA	0	NA	NA	0	0	3	NA	1	550	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	NA	NA	-1,22917	NA	NA	-0,2689184	0,32206119
1	Vår009	Tånga hed	103A	4	27,3	5	3,8	5	0	0	0	NA	6	3810	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	0,38600633	0,95704989	0,49719235	0,9109128	0,74967807	-0,2689184	1,93236715
1	Vår009	Tånga hed	104C	NA	NA	0	NA	NA	0	0	1	NA	8	3840	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	NA	NA	-1,22917	NA	NA	-0,2689184	2,57648953
1	Vår009	Tånga hed	105C	NA	NA	0	NA	NA	0	0	0	NA	5	2175	0	2010	10	3,625	1	6,8125	10	2,30258509	5,34991	2,71428571	22,0131707	3,56	3,04213784	4,23170732	0,595	3,33081137	5,52408955	2,8962634	0,83198102	1,02483014	2,21256689	3,105	NA	NA	-1,22917	NA	NA	-0,2689184	1,61030596
